"","artist_name","Valence","danceability","energy","loudness","speechiness","acousticness","liveness","tempo","track_name","album_name","album_release_year"
"373","Drake","0.1580","0.441","0.4030","-11.180","0.1470","0.255000","0.1300","139.920","Cameras / Good Ones Go Interlude - Medley","Take Care (Deluxe)","2011"
"374","Drake","0.1230","0.397","0.1720","-15.698","0.0445","0.841000","0.1080","101.275","Doing It Wrong","Take Care (Deluxe)","2011"
"375","Drake","0.5090","0.567","0.3090","-14.254","0.3850","0.166000","0.1200"," 65.041","The Real Her","Take Care (Deluxe)","2011"
"376","Drake","0.2710","0.495","0.3510","-14.669","0.3400","0.485000","0.0967","134.369","Look What You've Done","Take Care (Deluxe)","2011"
"377","Drake","0.3590","0.444","0.6270"," -8.744","0.2520","0.123000","0.0795"," 98.210","HYFR (Hell Ya Fucking Right)","Take Care (Deluxe)","2011"
"378","Drake","0.3100","0.446","0.2390","-15.327","0.0876","0.574000","0.1200","104.675","Practice","Take Care (Deluxe)","2011"
"379","Drake","0.7930","0.556","0.7020","-10.079","0.2050","0.517000","0.3430","155.948","The Ride","Take Care (Deluxe)","2011"
"380","Drake","0.3900","0.766","0.4420"," -8.558","0.3560","0.000107","0.1110","201.800","The Motto","Take Care (Deluxe)","2011"
"381","Drake","0.5300","0.550","0.7580"," -6.472","0.3470","0.433000","0.1620"," 89.368","Fireworks","Thank Me Later","2010"
"382","Drake","0.9490","0.758","0.6540"," -7.097","0.1160","0.008790","0.0797","151.008","Karaoke","Thank Me Later","2010"
"383","Drake","0.6370","0.547","0.7410"," -8.127","0.1630","0.822000","0.1170"," 82.589","The Resistance","Thank Me Later","2010"
"384","Drake","0.4500","0.350","0.8450"," -5.614","0.2000","0.010700","0.1230"," 99.643","Over","Thank Me Later","2010"
"385","Drake","0.7040","0.667","0.7340"," -6.064","0.1190","0.038600","0.1080","128.318","Show Me A Good Time","Thank Me Later","2010"
"386","Drake","0.2760","0.606","0.8110"," -4.667","0.2780","0.007820","0.3490","156.347","Up All Night","Thank Me Later","2010"
"387","Drake","0.2800","0.530","0.8840"," -5.581","0.4570","0.332000","0.3550"," 87.194","Fancy","Thank Me Later","2010"
"388","Drake","0.3990","0.590","0.4340"," -9.298","0.0690","0.411000","0.0979","119.905","Shut It Down","Thank Me Later","2010"
"389","Drake","0.0710","0.546","0.8700"," -5.107","0.1140","0.103000","0.1110","156.145","Unforgettable","Thank Me Later","2010"
"390","Drake","0.1980","0.472","0.9080"," -5.991","0.4500","0.093600","0.1500","172.924","Light Up","Thank Me Later","2010"
"391","Drake","0.3320","0.426","0.8620"," -5.979","0.5970","0.081300","0.3400","100.300","Miss Me","Thank Me Later","2010"
"392","Drake","0.2340","0.473","0.6030"," -6.875","0.0319","0.054900","0.1150"," 94.984","Cece's Interlude","Thank Me Later","2010"
"393","Drake","0.7580","0.627","0.6140"," -6.006","0.1700","0.021100","0.0286"," 96.038","Find Your Love","Thank Me Later","2010"
"394","Drake","0.7480","0.495","0.7720"," -4.851","0.4250","0.282000","0.1190"," 71.295","Thank Me Now","Thank Me Later","2010"
"395","Drake","0.0853","0.462","0.4220","-10.381","0.1750","0.939000","0.1080"," 87.364","Lust For Life","So Far Gone","2009"
"396","Drake","0.4060","0.683","0.6950"," -6.798","0.0574","0.393000","0.1240","135.337","Houstatlantavegas","So Far Gone","2009"
"397","Drake","0.2310","0.562","0.5440"," -5.065","0.3690","0.536000","0.1700","159.517","Successful (feat. Trey Songz & Lil Wayne)","So Far Gone","2009"
"398","Drake","0.9380","0.790","0.7310"," -4.607","0.0327","0.004270","0.1570","127.403","Let’s Call It Off (feat. Peter Bjorn and John)","So Far Gone","2009"
"399","Drake","0.5340","0.749","0.4760","-11.147","0.5070","0.579000","0.1000"," 71.937","November 18th","So Far Gone","2009"
"400","Drake","0.1210","0.591","0.8460"," -3.687","0.2760","0.186000","0.4630"," 94.795","Ignant Shit (feat. Lil Wayne)","So Far Gone","2009"
"401","Drake","0.3680","0.611","0.5080"," -5.573","0.0741","0.374000","0.1680","103.612","A Night Off (feat. Lloyd)","So Far Gone","2009"
"402","Drake","0.4550","0.462","0.7730"," -5.375","0.2880","0.632000","0.2120"," 86.157","Say What's Real","So Far Gone","2009"
"403","Drake","0.7710","0.758","0.8880"," -4.899","0.0374","0.099900","0.6610","120.392","Little Bit (feat. Lykke Li)","So Far Gone","2009"
"404","Drake","0.5580","0.395","0.9220"," -2.176","0.3750","0.190000","0.1340","162.361","Best I Ever Had","So Far Gone","2009"
"405","Drake","0.8210","0.774","0.9120"," -2.787","0.3470","0.165000","0.7450","150.083","Unstoppable (feat. Santigold & Lil Wayne)","So Far Gone","2009"
"406","Drake","0.4170","0.416","0.8240"," -3.075","0.3430","0.003910","0.1040"," 85.433","Uptown (feat. Bun B & Lil Wayne)","So Far Gone","2009"
"407","Drake","0.5060","0.616","0.5010"," -5.722","0.2400","0.178000","0.1050"," 94.554","Sooner Than Later","So Far Gone","2009"
"408","Drake","0.2370","0.490","0.5070"," -6.205","0.0849","0.209000","0.1190","147.037","Bria's Interlude (feat. Omarion)","So Far Gone","2009"
"409","Drake","0.2580","0.471","0.7840"," -8.250","0.8830","0.819000","0.1070","160.833","The Calm","So Far Gone","2009"
"410","Drake","0.1360","0.397","0.0906","-21.655","0.0540","0.988000","0.3440","185.167","Outro (feat. Chilly Gonzales)","So Far Gone","2009"
"411","Drake","0.3560","0.399","0.4910"," -8.992","0.0714","0.631000","0.1710"," 94.542","Brand New","So Far Gone","2009"
"412","Drake","0.1250","0.333","0.8590"," -2.286","0.1480","0.018500","0.2200"," 86.882","Congratulations","So Far Gone","2009"
"413","Olivia Rodrigo","0.2340","0.518","0.368"," -7.760","0.0353","0.85500","0.1190","141.934","Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"414","Olivia Rodrigo","0.3920","0.433","0.155","-12.474","0.0442","0.89300","0.1370","134.204","The Hanging Tree - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"415","Olivia Rodrigo","0.1620","0.600","0.274","-13.642","0.0316","0.89400","0.1100","111.672","Wool - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"416","Olivia Rodrigo","0.0502","0.501","0.251","-15.715","0.7070","0.80300","0.9240","133.081","Nothing You Can Take From Me - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"417","Olivia Rodrigo","0.6130","0.606","0.386"," -8.325","0.0276","0.75700","0.1090","129.826","The Garden - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"418","Olivia Rodrigo","0.7680","0.466","0.172"," -9.058","0.0369","0.91700","0.1580"," 81.326","The Ballad of Lucy Gray Baird - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"419","Olivia Rodrigo","0.7800","0.563","0.495"," -7.839","0.0290","0.86000","0.3340"," 89.998","Bury Me Beneath The Willow - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"420","Olivia Rodrigo","0.1180","0.405","0.116","-13.715","0.0325","0.86000","0.1110"," 70.086","The Old Therebefore / Singing at Snakes - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"421","Olivia Rodrigo","0.3460","0.736","0.202","-10.286","0.0334","0.83900","0.1070","114.351","Burn Me Once - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"422","Olivia Rodrigo","0.6320","0.636","0.694"," -8.083","0.0590","0.57200","0.2150","105.359","District 12 Stomp - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"423","Olivia Rodrigo","0.6650","0.504","0.676"," -8.035","0.0769","0.67100","0.0876","104.128","Nothing You Can Take From Me (Boot-Stompin' Version) - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"424","Olivia Rodrigo","0.5590","0.578","0.619"," -7.712","0.0293","0.05720","0.2300","132.361","Cabin Song - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"425","Olivia Rodrigo","0.3610","0.563","0.129","-15.576","0.1900","0.87400","0.1080"," 77.941","Lucy Gray (part 1) - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"426","Olivia Rodrigo","0.3260","0.422","0.285","-10.837","0.0488","0.87700","0.0790","167.719","Pure As The Driven Snow - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"427","Olivia Rodrigo","0.3870","0.514","0.259"," -7.452","0.0297","0.54500","0.1080","100.865","Winter's Come and Gone - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"428","Olivia Rodrigo","0.8950","0.629","0.679"," -7.128","0.0308","0.39400","0.0747","114.626","Keep On The Sunny Side - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"429","Olivia Rodrigo","0.3060","0.443","0.162","-14.223","0.3640","0.91500","0.2050","176.198","Lucy Gray (part 2) - from The Hunger Games: The Ballad of Songbirds & Snakes","The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By)","2023"
"430","Olivia Rodrigo","0.4010","0.430","0.692"," -4.234","0.0429","0.25400","0.1480","156.261","all-american bitch","GUTS","2023"
"431","Olivia Rodrigo","0.7480","0.627","0.879"," -3.446","0.0955","0.00193","0.0647","129.979","bad idea right?","GUTS","2023"
"432","Olivia Rodrigo","0.3500","0.511","0.532"," -5.745","0.0578","0.17700","0.2910","138.005","vampire","GUTS","2023"
"433","Olivia Rodrigo","0.4130","0.455","0.379"," -7.628","0.0341","0.80300","0.1090"," 76.967","lacy","GUTS","2023"
"434","Olivia Rodrigo","0.4690","0.385","0.873"," -3.331","0.0690","0.05570","0.3530","120.393","ballad of a homeschooled girl","GUTS","2023"
"435","Olivia Rodrigo","0.2260","0.537","0.413"," -7.736","0.0319","0.34600","0.1200","133.210","making the bed","GUTS","2023"
"436","Olivia Rodrigo","0.1530","0.499","0.246"," -8.082","0.0345","0.85300","0.1000"," 81.051","logical","GUTS","2023"
"437","Olivia Rodrigo","0.7400","0.546","0.846"," -5.719","0.1810","0.01350","0.6070","162.043","get him back!","GUTS","2023"
"438","Olivia Rodrigo","0.6770","0.520","0.831"," -3.432","0.0968","0.00261","0.1560","160.035","love is embarrassing","GUTS","2023"
"439","Olivia Rodrigo","0.3170","0.548","0.307"," -9.214","0.0781","0.91600","0.0828","127.923","the grudge","GUTS","2023"
"440","Olivia Rodrigo","0.5940","0.554","0.854"," -4.338","0.0561","0.00394","0.0798","123.926","pretty isn’t pretty","GUTS","2023"
"441","Olivia Rodrigo","0.1040","0.422","0.229","-10.208","0.0362","0.81600","0.1090","135.820","teenage dream","GUTS","2023"
"442","Olivia Rodrigo","0.2800","0.672","0.526"," -6.446","0.0599","0.03110","0.2800","123.999","brutal","SOUR","2021"
"443","Olivia Rodrigo","0.0849","0.380","0.339"," -7.885","0.0338","0.69100","0.1200","100.607","traitor","SOUR","2021"
"444","Olivia Rodrigo","0.1370","0.561","0.431"," -8.810","0.0578","0.76800","0.1060","143.875","drivers license","SOUR","2021"
"445","Olivia Rodrigo","0.4190","0.473","0.203","-12.627","0.1020","0.94100","0.1260","168.884","1 step forward, 3 steps back","SOUR","2021"
"446","Olivia Rodrigo","0.1780","0.442","0.612"," -7.222","0.1120","0.58400","0.3700","180.917","deja vu","SOUR","2021"
"447","Olivia Rodrigo","0.6880","0.563","0.664"," -5.044","0.1540","0.33500","0.0849","166.928","good 4 u","SOUR","2021"
"448","Olivia Rodrigo","0.2690","0.638","0.259","-10.706","0.0898","0.75300","0.2190"," 88.485","enough for you","SOUR","2021"
"449","Olivia Rodrigo","0.3380","0.395","0.443"," -9.720","0.1330","0.76500","0.0839","168.924","happier","SOUR","2021"
"450","Olivia Rodrigo","0.6990","0.695","0.575"," -6.334","0.1160","0.19800","0.0614","163.929","jealousy, jealousy","SOUR","2021"
"451","Olivia Rodrigo","0.2180","0.369","0.272","-10.497","0.0364","0.86600","0.1470","172.929","favorite crime","SOUR","2021"
"452","Olivia Rodrigo","0.1720","0.443","0.298","-12.181","0.0644","0.38800","0.1030"," 77.253","hope ur ok","SOUR","2021"
"453","Taylor Swift","0.6850","0.757","0.610"," -4.840","0.0327","0.009420","0.3670","116.998","Welcome To New York (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"454","Taylor Swift","0.7010","0.733","0.733"," -5.376","0.0670","0.088500","0.1680"," 96.057","Blank Space (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"455","Taylor Swift","0.3050","0.511","0.822"," -4.785","0.0397","0.000421","0.0899"," 94.868","Style (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"456","Taylor Swift","0.2060","0.545","0.885"," -5.968","0.0447","0.000537","0.3850"," 92.021","Out Of The Woods (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"457","Taylor Swift","0.5200","0.588","0.721"," -5.579","0.0317","0.000656","0.1310"," 96.997","All You Had To Do Was Stay (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"458","Taylor Swift","0.9170","0.636","0.808"," -5.693","0.0729","0.012100","0.3590","160.058","Shake It Off (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"459","Taylor Swift","0.5390","0.670","0.858"," -6.528","0.0439","0.003540","0.0687","118.009","I Wish You Would (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"460","Taylor Swift","0.3630","0.618","0.683"," -6.438","0.1940","0.036200","0.3050","169.971","Bad Blood (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"461","Taylor Swift","0.5140","0.589","0.674"," -7.480","0.0656","0.043600","0.1120","139.985","Wildest Dreams (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"462","Taylor Swift","0.5380","0.758","0.691"," -5.798","0.0515","0.001960","0.0939","119.997","How You Get The Girl (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"463","Taylor Swift","0.0567","0.471","0.509"," -8.796","0.0355","0.316000","0.0673","144.071","This Love (Taylor’s Version)","1989 (Taylor's Version) [Deluxe]","2023"
"464","Taylor Swift","0.6520","0.582","0.788"," -5.358","0.0445","0.099900","0.1150","160.027","I Know Places (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"465","Taylor Swift","0.2580","0.772","0.391"," -8.892","0.0293","0.250000","0.0981","103.955","Clean (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"466","Taylor Swift","0.3850","0.464","0.705"," -5.970","0.0434","0.009760","0.2090","183.892","Wonderland (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"467","Taylor Swift","0.4770","0.363","0.498"," -9.473","0.0755","0.610000","0.1120"," 84.680","You Are In Love (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"468","Taylor Swift","0.6980","0.649","0.846"," -5.958","0.0602","0.006750","0.0824","121.978","New Romantics (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"469","Taylor Swift","0.3280","0.591","0.412","-13.270","0.0863","0.309000","0.0608","155.875","""Slut!"" (Taylor's Version) (From The Vault)","1989 (Taylor's Version) [Deluxe]","2023"
"470","Taylor Swift","0.1640","0.633","0.551"," -8.297","0.0341","0.066000","0.1270","109.950","Say Don't Go (Taylor's Version) (From The Vault)","1989 (Taylor's Version) [Deluxe]","2023"
"471","Taylor Swift","0.0831","0.800","0.501"," -9.332","0.0340","0.160000","0.0874","110.013","Now That We Don't Talk (Taylor's Version) (From The Vault)","1989 (Taylor's Version) [Deluxe]","2023"
"472","Taylor Swift","0.3230","0.701","0.625"," -8.804","0.0360","0.207000","0.1050","118.036","Suburban Legends (Taylor's Version) (From The Vault)","1989 (Taylor's Version) [Deluxe]","2023"
"473","Taylor Swift","0.1910","0.595","0.656"," -7.343","0.0370","0.041000","0.1220"," 99.994","Is It Over Now? (Taylor's Version) (From The Vault)","1989 (Taylor's Version) [Deluxe]","2023"
"474","Taylor Swift","0.1740","0.602","0.648"," -6.905","0.1030","0.010400","0.2170","170.091","Bad Blood (feat. Kendrick Lamar) (Taylor's Version)","1989 (Taylor's Version) [Deluxe]","2023"
"475","Taylor Swift","0.6740","0.761","0.607"," -4.830","0.0312","0.009610","0.3670","116.980","Welcome To New York (Taylor's Version)","1989 (Taylor's Version)","2023"
"476","Taylor Swift","0.7550","0.737","0.725"," -5.417","0.0641","0.097600","0.1740"," 96.012","Blank Space (Taylor's Version)","1989 (Taylor's Version)","2023"
"477","Taylor Swift","0.2920","0.575","0.824"," -4.823","0.0380","0.000418","0.0901"," 94.971","Style (Taylor's Version)","1989 (Taylor's Version)","2023"
"478","Taylor Swift","0.1920","0.547","0.885"," -5.961","0.0418","0.000512","0.3900"," 91.992","Out Of The Woods (Taylor's Version)","1989 (Taylor's Version)","2023"
"479","Taylor Swift","0.4810","0.586","0.720"," -5.556","0.0350","0.000718","0.0949"," 97.057","All You Had To Do Was Stay (Taylor's Version)","1989 (Taylor's Version)","2023"
"480","Taylor Swift","0.9210","0.632","0.807"," -5.676","0.0738","0.010300","0.2900","160.055","Shake It Off (Taylor's Version)","1989 (Taylor's Version)","2023"
"481","Taylor Swift","0.5410","0.669","0.851"," -6.526","0.0432","0.003570","0.0676","118.026","I Wish You Would (Taylor's Version)","1989 (Taylor's Version)","2023"
"482","Taylor Swift","0.3640","0.619","0.686"," -6.369","0.1640","0.038500","0.3070","169.943","Bad Blood (Taylor's Version)","1989 (Taylor's Version)","2023"
"483","Taylor Swift","0.5140","0.581","0.672"," -7.415","0.0739","0.041100","0.1180","140.061","Wildest Dreams (Taylor's Version)","1989 (Taylor's Version)","2023"
"484","Taylor Swift","0.5470","0.754","0.682"," -5.789","0.0565","0.002090","0.0941","120.027","How You Get The Girl (Taylor's Version)","1989 (Taylor's Version)","2023"
"485","Taylor Swift","0.0586","0.474","0.511"," -8.766","0.0339","0.299000","0.0673","144.022","This Love (Taylor’s Version)","1989 (Taylor's Version)","2023"
"486","Taylor Swift","0.6800","0.575","0.803"," -5.393","0.0465","0.087000","0.0971","160.039","I Know Places (Taylor's Version)","1989 (Taylor's Version)","2023"
"487","Taylor Swift","0.2390","0.771","0.386"," -8.917","0.0297","0.276000","0.1210","103.960","Clean (Taylor's Version)","1989 (Taylor's Version)","2023"
"488","Taylor Swift","0.3370","0.462","0.708"," -5.971","0.0555","0.009330","0.1980","183.811","Wonderland (Taylor's Version)","1989 (Taylor's Version)","2023"
"489","Taylor Swift","0.4920","0.537","0.495"," -9.416","0.0573","0.609000","0.1120"," 84.948","You Are In Love (Taylor's Version)","1989 (Taylor's Version)","2023"
"490","Taylor Swift","0.6980","0.651","0.855"," -5.959","0.0538","0.006800","0.0759","121.980","New Romantics (Taylor's Version)","1989 (Taylor's Version)","2023"
"491","Taylor Swift","0.3060","0.629","0.413","-13.178","0.0550","0.345000","0.0603"," 77.983","""Slut!"" (Taylor's Version) (From The Vault)","1989 (Taylor's Version)","2023"
"492","Taylor Swift","0.1920","0.626","0.547"," -8.285","0.0342","0.065600","0.1490","109.946","Say Don't Go (Taylor's Version) (From The Vault)","1989 (Taylor's Version)","2023"
"493","Taylor Swift","0.0662","0.793","0.512"," -9.319","0.0338","0.186000","0.0889","109.994","Now That We Don't Talk (Taylor's Version) (From The Vault)","1989 (Taylor's Version)","2023"
"494","Taylor Swift","0.3440","0.699","0.621"," -8.739","0.0369","0.198000","0.1040","118.048","Suburban Legends (Taylor's Version) (From The Vault)","1989 (Taylor's Version)","2023"
"495","Taylor Swift","0.1760","0.596","0.658"," -7.346","0.0360","0.050400","0.1270","100.012","Is It Over Now? (Taylor's Version) (From The Vault)","1989 (Taylor's Version)","2023"
"496","Taylor Swift","0.4900","0.646","0.783"," -2.846","0.0356","0.004440","0.1710","121.080","Mine (Taylor's Version)","Speak Now (Taylor's Version)","2023"
"497","Taylor Swift","0.3870","0.588","0.758"," -2.347","0.0305","0.025100","0.1310","114.991","Sparks Fly (Taylor’s Version)","Speak Now (Taylor's Version)","2023"
"498","Taylor Swift","0.2030","0.497","0.635"," -3.927","0.0273","0.006210","0.1170","142.063","Back To December (Taylor's Version)","Speak Now (Taylor's Version)","2023"
"499","Taylor Swift","0.6390","0.727","0.677"," -2.871","0.0325","0.248000","0.1430","118.995","Speak Now (Taylor's Version)","Speak Now (Taylor's Version)","2023"
"500","Taylor Swift","0.1330","0.419","0.470"," -5.016","0.0296","0.023600","0.1630","119.294","Dear John (Taylor's Version)","Speak Now (Taylor's Version)","2023"
"501","Taylor Swift","0.6210","0.524","0.692"," -3.866","0.0369","0.311000","0.1920","163.874","Mean (Taylor's Version)","Speak Now (Taylor's Version)","2023"
"502","Taylor Swift","0.5700","0.515","0.781"," -2.608","0.0535","0.001920","0.0540","139.846","The Story Of Us (Taylor's Version)","Speak Now (Taylor's Version)","2023"
"503","Taylor Swift","0.5690","0.685","0.323"," -7.103","0.0289","0.851000","0.1980","125.058","Never Grow Up (Taylor's Version)","Speak Now (Taylor's Version)","2023"
"504","Taylor Swift","0.2160","0.505","0.532"," -3.526","0.0265","0.012000","0.1490"," 81.907","Enchanted (Taylor's Version)","Speak Now (Taylor's Version)","2023"
"505","Taylor Swift","0.6650","0.496","0.885"," -2.969","0.0803","0.000886","0.1910","145.863","Better Than Revenge (Taylor's Version)","Speak Now (Taylor's Version)","2023"
"506","Taylor Swift","0.1490","0.522","0.598"," -5.327","0.0284","0.101000","0.1520","133.627","Innocent (Taylor's Version)","Speak Now (Taylor's Version)","2023"
"507","Taylor Swift","0.3550","0.427","0.915"," -1.909","0.0619","0.006670","0.2210","162.201","Haunted (Taylor's Version)","Speak Now (Taylor's Version)","2023"
"508","Taylor Swift","0.1600","0.550","0.366"," -8.460","0.0276","0.447000","0.1010"," 79.401","Last Kiss (Taylor's Version)","Speak Now (Taylor's Version)","2023"
"509","Taylor Swift","0.0752","0.375","0.650"," -4.031","0.0402","0.012200","0.1890","203.890","Long Live (Taylor's Version)","Speak Now (Taylor's Version)","2023"
"510","Taylor Swift","0.3480","0.535","0.488"," -8.261","0.0278","0.449000","0.1110","159.813","Ours (Taylor’s Version)","Speak Now (Taylor's Version)","2023"
"511","Taylor Swift","0.3560","0.533","0.742"," -3.473","0.0303","0.003100","0.1080","131.930","Superman (Taylor’s Version)","Speak Now (Taylor's Version)","2023"
"512","Taylor Swift","0.2820","0.547","0.855"," -4.700","0.0597","0.016400","0.1440","131.073","Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)","2023"
"513","Taylor Swift","0.2310","0.474","0.763"," -4.632","0.0505","0.159000","0.1380"," 78.133","When Emma Falls in Love (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)","2023"
"514","Taylor Swift","0.8190","0.694","0.764"," -4.893","0.0337","0.058600","0.0608","123.044","I Can See You (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)","2023"
"515","Taylor Swift","0.3780","0.576","0.570"," -7.925","0.0434","0.362000","0.0668","147.803","Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)","2023"
"516","Taylor Swift","0.5430","0.671","0.588"," -4.675","0.0299","0.617000","0.1110"," 96.965","Foolish One (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)","2023"
"517","Taylor Swift","0.6500","0.624","0.585"," -5.847","0.0328","0.300000","0.0916","142.883","Timeless (Taylor’s Version) (From The Vault)","Speak Now (Taylor's Version)","2023"
"518","Taylor Swift","0.0751","0.735","0.454","-10.516","0.0876","0.236000","0.1330"," 97.043","Lavender Haze","Midnights (The Til Dawn Edition)","2023"
"519","Taylor Swift","0.0382","0.650","0.397"," -8.237","0.0365","0.060900","0.0890","108.055","Maroon","Midnights (The Til Dawn Edition)","2023"
"520","Taylor Swift","0.4970","0.637","0.649"," -6.590","0.0584","0.115000","0.1470"," 96.935","Anti-Hero","Midnights (The Til Dawn Edition)","2023"
"521","Taylor Swift","0.1660","0.653","0.331","-13.534","0.0390","0.705000","0.1160","110.014","Snow On The Beach (feat. Lana Del Rey)","Midnights (The Til Dawn Edition)","2023"
"522","Taylor Swift","0.3900","0.694","0.386","-10.312","0.0597","0.423000","0.1260","120.044","You're On Your Own, Kid","Midnights (The Til Dawn Edition)","2023"
"523","Taylor Swift","0.1980","0.654","0.372","-11.704","0.0667","0.705000","0.1140","140.150","Midnight Rain","Midnights (The Til Dawn Edition)","2023"
"524","Taylor Swift","0.1130","0.741","0.509"," -8.747","0.1900","0.205000","0.2620","108.978","Question...?","Midnights (The Til Dawn Edition)","2023"
"525","Taylor Swift","0.1570","0.867","0.272","-11.014","0.3630","0.157000","0.1180"," 79.962","Vigilante Shit","Midnights (The Til Dawn Edition)","2023"
"526","Taylor Swift","0.4250","0.695","0.546"," -9.184","0.0660","0.064800","0.0883","164.000","Bejeweled","Midnights (The Til Dawn Edition)","2023"
"527","Taylor Swift","0.1300","0.493","0.308","-15.489","0.0436","0.804000","0.1230","109.993","Labyrinth","Midnights (The Til Dawn Edition)","2023"
"528","Taylor Swift","0.0956","0.647","0.614"," -7.091","0.0651","0.078200","0.6110"," 90.034","Karma","Midnights (The Til Dawn Edition)","2023"
"529","Taylor Swift","0.3910","0.335","0.166","-14.958","0.0480","0.967000","0.1150","175.917","Sweet Nothing","Midnights (The Til Dawn Edition)","2023"
"530","Taylor Swift","0.1260","0.661","0.345","-14.037","0.1440","0.545000","0.0871","125.977","Mastermind","Midnights (The Til Dawn Edition)","2023"
"531","Taylor Swift","0.5920","0.573","0.737"," -9.002","0.0352","0.203000","0.0851"," 96.009","The Great War","Midnights (The Til Dawn Edition)","2023"
"532","Taylor Swift","0.0633","0.480","0.220","-12.469","0.0425","0.837000","0.1160"," 82.951","Bigger Than The Whole Sky","Midnights (The Til Dawn Edition)","2023"
"533","Taylor Swift","0.4540","0.691","0.498","-10.519","0.1010","0.116000","0.1360","110.963","Paris","Midnights (The Til Dawn Edition)","2023"
"534","Taylor Swift","0.7660","0.564","0.545","-10.170","0.1040","0.726000","0.0878","176.082","High Infidelity","Midnights (The Til Dawn Edition)","2023"
"535","Taylor Swift","0.3990","0.677","0.451"," -9.744","0.1900","0.318000","0.1100","140.845","Glitch","Midnights (The Til Dawn Edition)","2023"
"536","Taylor Swift","0.5340","0.482","0.837"," -6.501","0.1200","0.435000","0.1230","157.960","Would've, Could've, Should've","Midnights (The Til Dawn Edition)","2023"
"537","Taylor Swift","0.1620","0.475","0.386","-12.038","0.0737","0.497000","0.1190","107.601","Dear Reader","Midnights (The Til Dawn Edition)","2023"
"538","Taylor Swift","0.2390","0.672","0.782"," -6.499","0.0421","0.148000","0.2960","106.026","Hits Different","Midnights (The Til Dawn Edition)","2023"
