,0,1,2,3,4
0,33.0,99.19354838709677,100.0,0.0,0.0
1,33.0,99.19354838709677,100.0,0.0,0.0
2,9.0,99.19354838709677,100.0,0.0,0.0
3,9.0,99.19354838709677,100.0,0.0,0.0
4,5.0,99.19354838709677,100.0,0.0,0.0
5,5.0,99.19354838709677,100.0,0.0,0.0
6,5.0,99.19354838709677,100.0,0.0,0.0
